botnet,,
"SBU-PA-7080-Active : Wednesday, October 21, 2020",,
Confidence Source address Source User Virtual System,,Description
4 172.25.243.145 unknown user vsys1,Repeatedly visited (36) the same malicious URL stats.hkijngy.me/StatisticsService.svc/V1/JSON/LogEvent,
4 172.25.83.63 unknown user vsys1,Repeatedly visited (62) the same malicious URL paumoogo.net/,
4 172.24.199.87 unknown user vsys1,Repeatedly visited (30) the same malicious URL bretterichardson.com/,
4 172.24.113.227 unknown user vsys1,Repeatedly visited (75) the same malicious URL bretterichardson.com/,
4 10.1.149.97 unknown user vsys1,Repeatedly visited (33) the same malicious URL updates.ijnewhb.com/Update/CheckOnDemand?deviceid=0e909f95-9ab5-5b15-a043-b7d75d64f41a&Distributer=mckodioreg&ChannelId=003&BarcodeId=54079003&country=US&encrypt=false&ismac=true,
4 172.25.55.178 unknown user vsys1,Repeatedly visited (24) the same malicious URL ilo134ulih.com/,
4 172.25.138.149 unknown user vsys1,Repeatedly visited (33) the same malicious URL www.adamrafferty.com/,
4 172.25.51.25 unknown user vsys1,"Repeatedly visited (27) the same malicious URL nusojog.com/update?os=win&arch=x86&nacl_arch=x86-64&prod=chromiumcrx&prodchannel=&prodversion=63.0.3235.0&lang=en-US&acceptformat=crx2,crx3&x=id=jghiljaagglmcdeopnjkfhcikjnddhhc&v=15.13.25.53&installsource=notfromwebstore&uc&ap=aflt=wsg_bjfpsso0w0qpy_20_01_ssg00&guid=dd4e64e5-a3da-4f6e-8b64-eef4a4c33db5&xlp_sess_guid=dd4e64e5-a3da-4f6e-8b64-eef4a4c33db5&client=chromium&cd=2XzuyEtN2Y1L1QzuzyyC0EyC0FyByBzz0BtA0FtC0F0DtAyDtN0D0Tzu0StBzytBtCtN1L2XzuyEtFyDzytFtDtFyDtBtN1L1Czu1ByCtN1L1G1B1V1N2Y1L1Qzu2StD0CyC0E0AtDyEzztGyEyBzyyBtGtB0D0DtBtGyBtC0A0FtGtBtB0EtAyEtCzz0DzztDyByC2QtN1M1F1B2Z1V1N2Y1L1Qzu2S1RzztDzyzztCtD1StGtCyCyE1RtGyE1P1R1PtG1TyC1S1StGyE1O1RtA1PtAyByCzz1R1Tzy2QtN0A0LzuyEtN1B2Z1V1T1S1NzutN1Q2Z1B1P1RzutCyDyByBzzyDtAyCyDtD&cr=1343980165",
4 172.25.82.207 unknown user vsys1,Repeatedly visited (30) the same malicious URL go.eroadvertising.com/,
4 172.24.129.94 unknown user vsys1,Repeatedly visited (36) the same malicious URL bretterichardson.com/,
4 172.24.84.254 unknown user vsys1,Repeatedly visited (37) the same malicious URL bretterichardson.com/,
4 172.24.193.254 unknown user vsys1,Repeatedly visited (144) the same malicious URL ww2.fmovies.cab/,
4 172.24.129.107 unknown user vsys1,Repeatedly visited (69) the same malicious URL bretterichardson.com/,
4 129.49.26.138 unknown user vsys1,Repeatedly visited (50) the same malicious URL search.searchfff.com/,
4 129.49.32.208 unknown user vsys1,"Repeatedly visited (45) the same malicious URL nusojog.com/update?os=win&arch=x86&nacl_arch=x86-64&prod=chromiumcrx&prodchannel=&prodversion=63.0.3235.0&lang=en-US&acceptformat=crx2,crx3&x=id=jghiljaagglmcdeopnjkfhcikjnddhhc&v=15.13.25.53&installsource=notfromwebstore&uc&ap=aflt=wsg_iuqrpx79bdfhj28qhjlnprt2g_19_47_ssg00&guid=e0214942-e921-48c1-b6ef-2b5c1762e9e2&xlp_sess_guid=e0214942-e921-48c1-b6ef-2b5c1762e9e2&client=chromium&cd=2XzuyEtN2Y1L1QzutCzzyCyC0D0AtD0A0DtByE0EtD0EtD0BtN0D0Tzu0StBzzzztBtN1L2XzuyEtFyDyBtFtDtFyByDtN1L1Czu1BtCtN1L1G1B1V1N2Y1L1Qzu2SyE0B0AyDyE0CzyyEtGyByCyDtDtGyB0CtByCtGyD0AtByDtGzzyD0A0AtByDtDyEtD0AyDzy2QtN1M1F1B2Z1V1N2Y1L1Qzu2StDtAtDtDtAyD1TtDtG1TyD1R1RtGyEtBtByCtG1S1Q1S1StGtD1StD1RyE1T1QtCzyyE1T1Q2QtN0A0LzuyEtN1B2Z1V1T1S1NzutN1Q2Z1B1P1RzutCyDyByEyEyCyDzytDtD&cr=2129661699",
4 172.24.205.27 unknown user vsys1,Repeatedly visited (94) the same malicious URL getessay.net/,
4 172.25.54.109 unknown user vsys1,Repeatedly visited (33) the same malicious URL bretterichardson.com/,
4 10.245.233.205 unknown user vsys1,Repeatedly visited (362) the same malicious URL vtljp.lomurdened.club/,
4 172.24.17.38 unknown user vsys1,Repeatedly visited (26) the same malicious URL www.bulkbites.com/,
4 172.24.50.106 unknown user vsys1,Repeatedly visited (81) the same malicious URL bretterichardson.com/,
4 172.25.83.127 unknown user vsys1,Repeatedly visited (24) the same malicious URL fingahvf.top/,
4 172.24.84.201 unknown user vsys1,Repeatedly visited (30) the same malicious URL www.greedy.world/,
4 172.25.87.214 unknown user vsys1,Repeatedly visited (20) the same malicious URL cn.mebtx7.com/,
4 172.24.48.58 unknown user vsys1,Repeatedly visited (51) the same malicious URL bretterichardson.com/,
4 172.24.134.53 unknown user vsys1,Repeatedly visited (24) the same malicious URL go.eroadvertising.com/,
4 172.24.128.78 unknown user vsys1,Repeatedly visited (204) the same malicious URL www.aww799.com/,
4 172.24.84.8 unknown user vsys1,Repeatedly visited (25) the same malicious URL bretterichardson.com/,
4 172.25.84.86 unknown user vsys1,Repeatedly visited (160) the same malicious URL js.wpncdn.com/,
4 172.24.162.108 unknown user vsys1,Repeatedly visited (72) the same malicious URL www.greedy.world/,
4 172.25.90.231 unknown user vsys1,Repeatedly visited (20) the same malicious URL go.eroadvertising.com/,
4 172.25.245.135 unknown user vsys1,Repeatedly visited (54) the same malicious URL bretterichardson.com/,
4 10.1.227.220 asureka vsys1,Repeatedly visited (43) the same malicious URL bretterichardson.com/,
4 129.49.116.27 unknown user vsys1,Repeatedly visited (20880) the same malicious URL shopstorys.com/,
4 172.25.80.239 unknown user vsys1,Repeatedly visited (48) the same malicious URL ezreward.net/,
4 172.24.17.141 unknown user vsys1,Repeatedly visited (60) the same malicious URL i.kpzip.com/n/kuaizip/strategy_report/kb.xml,
4 10.255.34.143 unknown user vsys1,Repeatedly visited (620) the same malicious URL go.schjmp.com/,
4 172.24.164.0 unknown user vsys1,Repeatedly visited (74) the same malicious URL attachments.f95zone.to/,
4 172.24.53.92 unknown user vsys1,Repeatedly visited (59) the same malicious URL down.znshuru.com/smartcloud/svc/cld/tsk.dat,
4 129.49.57.130 unknown user vsys1,Repeatedly visited (22) the same malicious URL work.a-poster.info:25000/,
4 172.24.80.253 unknown user vsys1,Repeatedly visited (146) the same malicious URL fingahvf.top/,
4 172.25.94.226 unknown user vsys1,Repeatedly visited (87) the same malicious URL updates.ijnewhb.com/Update/CheckOnDemand?deviceid=8B224F73-9621-5B25-B267-B16F3829C8D4&Distributer=mcmarket&ChannelId=003&BarcodeId=53027003&country=US&encrypt=false&ismac=true,
4 172.24.171.58 unknown user vsys1,Repeatedly visited (65) the same malicious URL deloplen.com/apu.php?zoneid=1590109,
4 172.25.49.79 unknown user vsys1,Repeatedly visited (37) the same malicious URL bretterichardson.com/,
4 172.24.48.130 unknown user vsys1,Repeatedly visited (66) the same malicious URL bretterichardson.com/,
4 172.24.134.111 unknown user vsys1,Repeatedly visited (28) the same malicious URL bretterichardson.com/,
4 172.24.136.243 unknown user vsys1,Repeatedly visited (27) the same malicious URL bretterichardson.com/,
4 172.24.85.146 unknown user vsys1,Repeatedly visited (144) the same malicious URL bretterichardson.com/,
4 172.25.237.165 unknown user vsys1,Repeatedly visited (132) the same malicious URL chat2.neolive.kr/,
4 172.24.52.141 unknown user vsys1,Repeatedly visited (20) the same malicious URL ads.adsrvtrk.io/,
4 172.25.112.74 unknown user vsys1,Repeatedly visited (97) the same malicious URL bretterichardson.com/,
4 172.24.93.220 unknown user vsys1,Repeatedly visited (30) the same malicious URL www.aww799.com/,
4 172.24.207.150 unknown user vsys1,Repeatedly visited (20) the same malicious URL www.aww799.com/squirrel-log,
4 129.49.16.184 unknown user vsys1,Repeatedly visited (40) the same malicious URL sync.malwareprotectionlive.com/home/postevents,
4 10.1.185.156 unknown user vsys1,Repeatedly visited (126) the same malicious URL sync.minepi.com/heartbeat,
4 172.25.52.84 unknown user vsys1,Repeatedly visited (24) the same malicious URL bretterichardson.com/,
http://www.paloaltonetworks.com,,
4 172.24.163.118,,unknown user,vsys1,Repeatedly visited (60) the same malicious URL updates.ijnewhb.com/Update/CheckOnDemand?deviceid=0e909f95-9ab5-5b15-a043-b7d75d64f41a&Distributer=mckodioreg&ChannelId=003&BarcodeId=54079003&country=US&encrypt=false&ismac=true
4 172.24.115.36,,unknown user,vsys1,Repeatedly visited (44) the same malicious URL bretterichardson.com/
4 129.49.117.127,,unknown user,vsys1,Repeatedly visited (22) the same malicious URL necklace.admobe.com/
4 172.24.168.63,,unknown user,vsys1,Repeatedly visited (27) the same malicious URL bretterichardson.com/
4 172.25.49.252,,unknown user,vsys1,Repeatedly visited (28) the same malicious URL ofgogoatan.com/
4 172.24.202.220,,unknown user,vsys1,Repeatedly visited (109) the same malicious URL stats.hkijngy.me/StatisticsService.svc/V1/JSON/LogEvent
4 172.24.165.108,,unknown user,vsys1,Repeatedly visited (71) the same malicious URL ww2.fmovies.cab/
4 172.24.88.54,,unknown user,vsys1,Repeatedly visited (33) the same malicious URL bretterichardson.com/
4 10.1.239.195,,unknown user,vsys1,Repeatedly visited (41) the same malicious URL apimon.de/
4 10.245.236.48,,unknown user,vsys1,Repeatedly visited (31) the same malicious URL 185.130.105.66:998/
4 172.25.81.56,,unknown user,vsys1,Repeatedly visited (52) the same malicious URL testthehalf.top/
4 172.24.81.139,,unknown user,vsys1,Repeatedly visited (60) the same malicious URL js.wpncdn.com/
4 10.1.223.37,,unknown user,vsys1,Repeatedly visited (24) the same malicious URL bretterichardson.com/
4 172.24.133.242,,unknown user,vsys1,Repeatedly visited (36) the same malicious URL fingahvf.top/
4 129.49.218.91,,sunysb.edu\jscarola,vsys1,Repeatedly visited (1222) the same malicious URL brounelink.com/
4 10.245.235.94,,unknown user,vsys1,Repeatedly visited (120) the same malicious URL apimon.de/
4 10.255.44.215,,unknown user,vsys1,Repeatedly visited (213) the same malicious URL ww2.fmovies.cab/
4 172.25.88.53,,unknown user,vsys1,Repeatedly visited (29) the same malicious URL www.aww799.com/squirrel-log
4 172.24.21.200,,unknown user,vsys1,Repeatedly visited (30) the same malicious URL bretterichardson.com/
4 172.25.57.226,,unknown user,vsys1,Repeatedly visited (54) the same malicious URL trackers.voodoo-analytics.io/
4 129.49.112.247,,unknown user,vsys1,"Repeatedly visited (46) the same malicious URL tawuhoju.com/update/?x=ap=&cd=2XzuyEtN2Y1L1QzuzytD0BtCtC0CyCyC0FzytDzztCzyzztAtN0D0Tzu0StBzztCyDtN1L2XzuyEtFyDyDtFtDtFtCtAtBtN1L1Czu1BtCtN1L1G1B1V1N2Y1L1Qzu2SyEtByE0E0D0CtCyDtGtDtDtDtCtG0C0AtByEtGyC0ByBtDtG0EyE0D0DyCyCtByC0FtDyDyD2QtN1M1F1B2Z1V1N2Y1L1Qzu2S1Q1OyDtB1OyC1O1RtGyBtBzy1RtGyE1P1PyBtGzz1RyEzytG1PyC1Tzy1RzytCtCtD1Q1RtA2QtN0A0LzuyEtN1B2Z1V1T1S1NzutBtAyDyBtBtN1Q2Z1B1P1RzutCyDyCzzyCyEtDyCyEtA&cr=2098573145&aflt=mnn_iouweqrlz2ontegikmoqzf783aen_19_38&os=win&arch=x86&nacl_arch=x86-64&prod=chromiumcrx&prodchannel=&prodversion=63.0.3236.0&lang=en-US&acceptformat=crx2,crx3&x=id=gllihgnfnbpdmnppfjdlkciijkddfohn&v=0.0&installsource=notfromwebstore&uc"
4 172.25.81.157,,unknown user,vsys1,Repeatedly visited (300) the same malicious URL goverallyhandl.club/
4 172.25.53.223,,unknown user,vsys1,Repeatedly visited (21) the same malicious URL bretterichardson.com/
4 172.24.162.237,,unknown user,vsys1,Repeatedly visited (144) the same malicious URL ww2.fmovies.cab/
4 172.24.161.231,,unknown user,vsys1,Repeatedly visited (1969) the same malicious URL testthehalf.top/
4 10.1.129.146,,unknown user,vsys1,Repeatedly visited (24) the same malicious URL www.aww799.com/
4 10.1.250.89,,unknown user,vsys1,Repeatedly visited (333) the same malicious URL nonblocks.com/wpad.dat?1f241d7da828d925ba2bd553b785b52417190746
4 10.1.154.176,,jighuang,vsys1,Repeatedly visited (27) the same malicious URL bretterichardson.com/
4 172.24.129.106,,unknown user,vsys1,Repeatedly visited (48) the same malicious URL www.greedy.world/
4 172.25.87.197,,unknown user,vsys1,Repeatedly visited (20) the same malicious URL the123movies.stream/
4 172.24.48.57,,unknown user,vsys1,Repeatedly visited (508) the same malicious URL attachments.f95zone.to/
4 130.245.253.21,,unknown user,vsys1,Repeatedly visited (20) the same malicious URL www.partopiarental.com/
4 172.24.170.204,,unknown user,vsys1,Repeatedly visited (24) the same malicious URL bretterichardson.com/
4 172.24.53.105,,unknown user,vsys1,Repeatedly visited (45) the same malicious URL pv.vipwm.cc:4443/
4 172.24.207.254,,unknown user,vsys1,Repeatedly visited (22) the same malicious URL www.aww799.com/squirrel-log
4 172.25.85.247,,unknown user,vsys1,Repeatedly visited (432) the same malicious URL watchseries1.bypassed.icu/
4 10.1.210.127,,unknown user,vsys1,Repeatedly visited (36) the same malicious URL www.aww799.com/
4 129.49.216.207,,sunysb.edu\mcmaloney,vsys1,Repeatedly visited (40) the same malicious URL pumpkinblaze.org/
4 172.25.86.91,,unknown user,vsys1,Repeatedly visited (75) the same malicious URL api.pdfxd.com/pdf-service/v1/report
4 10.245.205.113,,unknown user,vsys1,Repeatedly visited (34) the same malicious URL go.eroadvertising.com/
4 129.49.28.249,,unknown user,vsys1,Repeatedly visited (82) the same malicious URL bretterichardson.com/
4 172.24.199.174,,unknown user,vsys1,Repeatedly visited (45) the same malicious URL bretterichardson.com/
4 172.25.48.161,,unknown user,vsys1,Repeatedly visited (137) the same malicious URL bretterichardson.com/
4 10.255.12.236,,unknown user,vsys1,Repeatedly visited (150) the same malicious URL 5nt1gx7o57.com/
4 172.24.84.253,,unknown user,vsys1,Repeatedly visited (26) the same malicious URL jtuzd.rdtk.io/
2 138.118.174.125,,unknown user,vsys1,Unknown UDP traffic
2 5.135.183.232,,unknown user,vsys1,Unknown UDP traffic
2 205.185.123.78,,unknown user,vsys1,Unknown UDP traffic
2 112.225.85.115,,unknown user,vsys1,Unknown UDP traffic
2 210.0.158.192,,unknown user,vsys1,Unknown UDP traffic
2 54.37.0.57,,unknown user,vsys1,Unknown UDP traffic
2 142.93.8.147,,unknown user,vsys1,Unknown UDP traffic
2 192.210.231.210,,unknown user,vsys1,Unknown UDP traffic
2 151.80.212.46,,unknown user,vsys1,Unknown UDP traffic
2 121.37.200.11,,unknown user,vsys1,Unknown UDP traffic
2 183.131.231.14,,unknown user,vsys1,Unknown UDP traffic
2 113.218.148.87,,unknown user,vsys1,Unknown UDP traffic
2 185.142.55.36,,unknown user,vsys1,Unknown UDP traffic
2 176.193.71.50,,unknown user,vsys1,Unknown UDP traffic
2 200.73.131.94,,unknown user,vsys1,Unknown UDP traffic
2 198.211.99.153,,unknown user,vsys1,Unknown UDP traffic
2 165.227.117.43,,unknown user,vsys1,Unknown UDP traffic
http://www.paloaltonetworks.com,,,,
2 66.244.251.246,,unknown user,vsys1,Unknown UDP traffic
2 51.38.16.217,,unknown user,vsys1,Unknown UDP traffic
2 51.178.53.84,,unknown user,vsys1,Unknown UDP traffic
2 59.6.23.142,,unknown user,vsys1,Unknown UDP traffic
2 42.224.71.38,,unknown user,vsys1,Unknown UDP traffic
2 151.80.212.34,,unknown user,vsys1,Unknown UDP traffic
2 209.141.48.68,,unknown user,vsys1,Unknown UDP traffic
2 80.253.246.116,,unknown user,vsys1,Unknown UDP traffic
2 79.137.126.100,,unknown user,vsys1,Unknown UDP traffic
2 125.139.50.167,,unknown user,vsys1,Unknown UDP traffic
2 193.70.91.148,,unknown user,vsys1,Unknown UDP traffic
2 163.172.237.18,,unknown user,vsys1,Unknown UDP traffic
2 45.33.106.26,,unknown user,vsys1,Unknown UDP traffic
2 167.88.114.245,,unknown user,vsys1,Unknown UDP traffic
2 181.30.28.51,,unknown user,vsys1,Unknown UDP traffic
2 186.235.84.34,,unknown user,vsys1,Unknown UDP traffic
2 193.178.118.5,,unknown user,vsys1,Unknown UDP traffic
2 54.37.64.178,,unknown user,vsys1,Unknown UDP traffic
2 160.16.68.239,,unknown user,vsys1,Unknown UDP traffic
2 195.69.76.159,,unknown user,vsys1,Unknown UDP traffic
2 104.131.29.110,,unknown user,vsys1,Unknown UDP traffic
